Date,Open,High,Low,Close,Adj Close,Volume
2010-05-24,4220.160156,4259.839844,4074.239990,4221.439941,4206.381348,6600
2010-05-25,4538.879883,4660.479980,4227.200195,4254.080078,4238.904785,12200
2010-05-26,4182.399902,4407.040039,4001.280029,4380.160156,4364.535156,6200
2010-05-27,4080.639893,4122.240234,3888.000000,3888.000000,3874.130859,7300
2010-05-28,3877.760010,4057.600098,3861.760010,3959.679932,3945.554932,7600
2010-06-01,3995.520020,4079.360107,3790.080078,4073.600098,4059.068848,5800
2010-06-02,3996.800049,4078.080078,3768.959961,3784.320068,3770.820557,4500
2010-06-03,3748.479980,3813.760010,3651.199951,3671.040039,3657.944824,6700
2010-06-04,3901.439941,4080.000000,3761.280029,4039.679932,4025.269531,11400
2010-06-07,3975.679932,4272.000000,3949.439941,4262.399902,4247.195313,8200
2010-06-08,4236.160156,4459.520020,4207.359863,4282.879883,4267.602051,11900
2010-06-09,4204.799805,4430.720215,4082.560059,4397.439941,4381.753418,8900
2010-06-10,4228.479980,4268.799805,4004.479980,4012.800049,3998.485596,10500
2010-06-11,4136.319824,4140.160156,3893.760010,3907.199951,3893.262207,9200
2010-06-14,3795.840088,3923.199951,3715.199951,3916.800049,3902.828125,5900
2010-06-15,3847.679932,3855.360107,3578.239990,3597.439941,3584.607178,6800
2010-06-16,3618.560059,3637.760010,3494.399902,3540.479980,3527.850342,7100
2010-06-17,3491.840088,3603.840088,3481.600098,3495.679932,3483.210205,4600
2010-06-18,3486.080078,3530.239990,3427.199951,3493.760010,3481.297119,3700
2010-06-21,3370.239990,3648.000000,3354.879883,3584.639893,3571.852783,11200
2010-06-22,3547.520020,3692.800049,3469.439941,3671.679932,3658.582275,10600
2010-06-23,3660.159912,3806.080078,3624.959961,3715.840088,3702.584961,8700
2010-06-24,3767.679932,3920.000000,3736.320068,3904.639893,3890.711426,7400
2010-06-25,3855.360107,3987.199951,3811.199951,3900.800049,3886.885010,4300
2010-06-28,3900.800049,4025.600098,3840.000000,3945.600098,3931.525391,5100
2010-06-29,4129.279785,4485.759766,4117.759766,4382.080078,4366.448730,12100
2010-06-30,4446.080078,4630.399902,4313.600098,4597.120117,4580.721191,10400
2010-07-01,4567.040039,4906.240234,4527.359863,4640.640137,4624.085938,15800
2010-07-02,4621.439941,4808.319824,4570.879883,4679.040039,4662.349121,6800
2010-07-06,4479.359863,4752.640137,4385.279785,4635.520020,4618.984375,9800
2010-07-07,4591.359863,4601.600098,4181.759766,4197.120117,4182.148438,6400
2010-07-08,4097.919922,4274.560059,4073.600098,4134.399902,4119.651855,6200
2010-07-09,4133.759766,4284.799805,4003.199951,4003.199951,3988.919678,5800
2010-07-12,4014.719971,4053.120117,3901.439941,3968.639893,3954.482910,4400
2010-07-13,3868.159912,3957.760010,3775.360107,3832.320068,3818.649414,5800
2010-07-14,3802.879883,3843.840088,3700.479980,3756.800049,3743.398682,5200
2010-07-15,3786.239990,3898.239990,3715.840088,3736.959961,3723.629395,5900
2010-07-16,3795.840088,4070.399902,3776.000000,4037.760010,4023.356689,8900
2010-07-19,4021.120117,4123.520020,3929.600098,3955.840088,3941.728760,8800
2010-07-20,4146.560059,4181.120117,3804.800049,3804.800049,3791.227539,8200
2010-07-21,3691.520020,3985.919922,3686.399902,3960.320068,3946.192871,6700
2010-07-22,3805.439941,3806.719971,3614.080078,3691.520020,3678.351563,6200
2010-07-23,3738.239990,3761.280029,3587.840088,3595.520020,3582.694092,8300
2010-07-26,3584.000000,3632.000000,3504.000000,3513.600098,3501.066406,3100
2010-07-27,3456.639893,3559.040039,3448.320068,3504.000000,3491.500488,4500
2010-07-28,3525.120117,3632.639893,3477.120117,3582.719971,3569.939697,3400
2010-07-29,3537.280029,3781.120117,3514.879883,3674.239990,3661.133301,8200
2010-07-30,3765.120117,3831.040039,3584.000000,3646.719971,3633.711426,11000
2010-08-02,3518.719971,3556.479980,3418.879883,3449.600098,3437.294678,6900
2010-08-03,3457.919922,3536.639893,3447.679932,3491.199951,3478.746338,4000
2010-08-04,3439.360107,3483.520020,3373.439941,3389.439941,3377.349121,3300
2010-08-05,3434.239990,3472.000000,3391.360107,3402.239990,3390.103516,3500
2010-08-06,3522.560059,3575.040039,3395.840088,3417.600098,3405.408936,5800
2010-08-09,3371.520020,3435.520020,3328.000000,3435.520020,3423.264893,2400
2010-08-10,3436.159912,3520.000000,3384.320068,3425.280029,3413.061279,4900
2010-08-11,3613.439941,3758.080078,3607.679932,3710.719971,3697.482910,5500
2010-08-12,3928.320068,3952.000000,3760.639893,3802.879883,3789.314209,6700
2010-08-13,3850.239990,3889.280029,3802.879883,3889.280029,3875.406250,3600
2010-08-16,3950.080078,3997.439941,3787.520020,3866.239990,3852.448486,4600
2010-08-17,3788.159912,3804.159912,3616.000000,3710.719971,3697.482910,4700
2010-08-18,3742.719971,3779.840088,3606.399902,3667.199951,3654.118164,3700
2010-08-19,3737.600098,3912.959961,3699.199951,3827.840088,3814.185303,7100
2010-08-20,3853.439941,3920.000000,3802.879883,3831.679932,3818.011719,4600
2010-08-23,3743.360107,3939.840088,3719.040039,3938.560059,3924.510498,4300
2010-08-24,4065.280029,4204.799805,4033.280029,4157.439941,4142.609375,7700
2010-08-25,4241.279785,4262.399902,3984.639893,4045.439941,4031.009033,7500
2010-08-26,3993.600098,4192.000000,3968.000000,4185.600098,4170.668945,7000
2010-08-27,4094.080078,4351.359863,4005.120117,4014.719971,4000.398682,10500
2010-08-30,4088.959961,4156.799805,3981.439941,4141.439941,4126.666504,6000
2010-08-31,4224.000000,4274.560059,4092.800049,4183.680176,4168.756348,8000
2010-09-01,4016.639893,4020.479980,3781.760010,3827.840088,3814.185303,8700
2010-09-02,3808.000000,3830.399902,3688.320068,3704.320068,3691.105957,4000
2010-09-03,3578.879883,3618.560059,3500.800049,3513.600098,3501.066406,6500
